import time: self [us] | cumulative | imported package
import time:      1195 |       1610 |                                                         google.cloud.aiplatform_v1.services.prediction_service.transports.rest
import time:      1008 |       1008 |                                                         google.cloud.aiplatform_v1.services.prediction_service.transports.rest_asyncio
import time:       234 |       4122 |                                                       google.cloud.aiplatform_v1.services.prediction_service.transports
import time:        19 |       4140 |                                                     google.cloud.aiplatform_v1.services.prediction_service.transports.base
import time:       945 |       5085 |                                                   google.cloud.aiplatform_v1.services.prediction_service.client
import time:       613 |        613 |                                                   google.cloud.aiplatform_v1.services.prediction_service.async_client
import time:       116 |       5813 |                                                 google.cloud.aiplatform_v1.services.prediction_service
import time:       259 |        259 |                                                         google.cloud.aiplatform_v1.services.reasoning_engine_execution_service.transports.base
import time:       223 |        223 |                                                         google.cloud.aiplatform_v1.services.reasoning_engine_execution_service.transports.grpc
import time:       226 |        226 |                                                         google.cloud.aiplatform_v1.services.reasoning_engine_execution_service.transports.grpc_asyncio
import time:       267 |        267 |                                                           google.cloud.aiplatform_v1.services.reasoning_engine_execution_service.transports.rest_base
import time:      1178 |       1444 |                                                         google.cloud.aiplatform_v1.services.reasoning_engine_execution_service.transports.rest
import time:       680 |        680 |                                                         google.cloud.aiplatform_v1.services.reasoning_engine_execution_service.transports.rest_asyncio
import time:       150 |       2979 |                                                       google.cloud.aiplatform_v1.services.reasoning_engine_execution_service.transports
import time:        14 |       2993 |                                                     google.cloud.aiplatform_v1.services.reasoning_engine_execution_service.transports.base
import time:       419 |       3412 |                                                   google.cloud.aiplatform_v1.services.reasoning_engine_execution_service.client
import time:       238 |        238 |                                                   google.cloud.aiplatform_v1.services.reasoning_engine_execution_service.async_client
import time:       109 |       3757 |                                                 google.cloud.aiplatform_v1.services.reasoning_engine_execution_service
import time:       190 |        190 |                                                     google.cloud.aiplatform_v1.services.reasoning_engine_service.pagers
import time:       288 |        288 |                                                         google.cloud.aiplatform_v1.services.reasoning_engine_service.transports.base
import time:       404 |        404 |                                                         google.cloud.aiplatform_v1.services.reasoning_engine_service.transports.grpc
import time:       313 |        313 |                                                         google.cloud.aiplatform_v1.services.reasoning_engine_service.transports.grpc_asyncio
import time:       338 |        338 |                                                           google.cloud.aiplatform_v1.services.reasoning_engine_service.transports.rest_base
import time:       891 |       1228 |                                                         google.cloud.aiplatform_v1.services.reasoning_engine_service.transports.rest
import time:       820 |        820 |                                                         google.cloud.aiplatform_v1.services.reasoning_engine_service.transports.rest_asyncio
import time:       158 |       3209 |                                                       google.cloud.aiplatform_v1.services.reasoning_engine_service.transports
import time:        21 |       3229 |                                                     google.cloud.aiplatform_v1.services.reasoning_engine_service.transports.base
import time:       645 |       4063 |                                                   google.cloud.aiplatform_v1.services.reasoning_engine_service.client
import time:       248 |        248 |                                                   google.cloud.aiplatform_v1.services.reasoning_engine_service.async_client
import time:       105 |       4415 |                                                 google.cloud.aiplatform_v1.services.reasoning_engine_service
import time:       253 |        253 |                                                     google.cloud.aiplatform_v1.services.schedule_service.pagers
import time:       315 |        315 |                                                         google.cloud.aiplatform_v1.services.schedule_service.transports.base
import time:       264 |        264 |                                                         google.cloud.aiplatform_v1.services.schedule_service.transports.grpc
import time:       328 |        328 |                                                         google.cloud.aiplatform_v1.services.schedule_service.transports.grpc_asyncio
import time:       346 |        346 |                                                           google.cloud.aiplatform_v1.services.schedule_service.transports.rest_base
import time:       945 |       1290 |                                                         google.cloud.aiplatform_v1.services.schedule_service.transports.rest
import time:       891 |        891 |                                                         google.cloud.aiplatform_v1.services.schedule_service.transports.rest_asyncio
import time:       156 |       3241 |                                                       google.cloud.aiplatform_v1.services.schedule_service.transports
import time:        14 |       3254 |                                                     google.cloud.aiplatform_v1.services.schedule_service.transports.base
import time:       660 |       4166 |                                                   google.cloud.aiplatform_v1.services.schedule_service.client
import time:       327 |        327 |                                                   google.cloud.aiplatform_v1.services.schedule_service.async_client
import time:       105 |       4598 |                                                 google.cloud.aiplatform_v1.services.schedule_service
import time:       281 |        281 |                                                     google.cloud.aiplatform_v1.services.session_service.pagers
import time:       372 |        372 |                                                         google.cloud.aiplatform_v1.services.session_service.transports.base
import time:       324 |        324 |                                                         google.cloud.aiplatform_v1.services.session_service.transports.grpc
import time:       294 |        294 |                                                         google.cloud.aiplatform_v1.services.session_service.transports.grpc_asyncio
import time:       731 |        731 |                                                           google.cloud.aiplatform_v1.services.session_service.transports.rest_base
import time:      1040 |       1771 |                                                         google.cloud.aiplatform_v1.services.session_service.transports.rest
import time:       902 |        902 |                                                         google.cloud.aiplatform_v1.services.session_service.transports.rest_asyncio
import time:       157 |       3817 |                                                       google.cloud.aiplatform_v1.services.session_service.transports
import time:        14 |       3830 |                                                     google.cloud.aiplatform_v1.services.session_service.transports.base
import time:       654 |       4764 |                                                   google.cloud.aiplatform_v1.services.session_service.client
import time:       268 |        268 |                                                   google.cloud.aiplatform_v1.services.session_service.async_client
import time:       115 |       5146 |                                                 google.cloud.aiplatform_v1.services.session_service
import time:       187 |        187 |                                                     google.cloud.aiplatform_v1.services.specialist_pool_service.pagers
import time:       350 |        350 |                                                         google.cloud.aiplatform_v1.services.specialist_pool_service.transports.base
import time:       251 |        251 |                                                         google.cloud.aiplatform_v1.services.specialist_pool_service.transports.grpc
import time:       253 |        253 |                                                         google.cloud.aiplatform_v1.services.specialist_pool_service.transports.grpc_asyncio
import time:       335 |        335 |                                                           google.cloud.aiplatform_v1.services.specialist_pool_service.transports.rest_base
import time:       933 |       1267 |                                                         google.cloud.aiplatform_v1.services.specialist_pool_service.transports.rest
import time:       781 |        781 |                                                         google.cloud.aiplatform_v1.services.specialist_pool_service.transports.rest_asyncio
import time:       148 |       3047 |                                                       google.cloud.aiplatform_v1.services.specialist_pool_service.transports
import time:        16 |       3062 |                                                     google.cloud.aiplatform_v1.services.specialist_pool_service.transports.base
import time:       609 |       3857 |                                                   google.cloud.aiplatform_v1.services.specialist_pool_service.client
import time:       242 |        242 |                                                   google.cloud.aiplatform_v1.services.specialist_pool_service.async_client
import time:       108 |       4205 |                                                 google.cloud.aiplatform_v1.services.specialist_pool_service
import time:       588 |        588 |                                                     google.cloud.aiplatform_v1.services.tensorboard_service.pagers
import time:       835 |        835 |                                                         google.cloud.aiplatform_v1.services.tensorboard_service.transports.base
import time:       504 |        504 |                                                         google.cloud.aiplatform_v1.services.tensorboard_service.transports.grpc
import time:       548 |        548 |                                                         google.cloud.aiplatform_v1.services.tensorboard_service.transports.grpc_asyncio
import time:       598 |        598 |                                                           google.cloud.aiplatform_v1.services.tensorboard_service.transports.rest_base
import time:      2264 |       2861 |                                                         google.cloud.aiplatform_v1.services.tensorboard_service.transports.rest
import time:      1431 |       1431 |                                                         google.cloud.aiplatform_v1.services.tensorboard_service.transports.rest_asyncio
import time:       162 |       6339 |                                                       google.cloud.aiplatform_v1.services.tensorboard_service.transports
import time:        15 |       6353 |                                                     google.cloud.aiplatform_v1.services.tensorboard_service.transports.base
import time:      1684 |       8625 |                                                   google.cloud.aiplatform_v1.services.tensorboard_service.client
import time:      1433 |       1433 |                                                   google.cloud.aiplatform_v1.services.tensorboard_service.async_client
import time:       115 |      10172 |                                                 google.cloud.aiplatform_v1.services.tensorboard_service
import time:       301 |        301 |                                                     google.cloud.aiplatform_v1.services.vertex_rag_data_service.pagers
import time:       559 |        559 |                                                         google.cloud.aiplatform_v1.services.vertex_rag_data_service.transports.base
import time:       443 |        443 |                                                         google.cloud.aiplatform_v1.services.vertex_rag_data_service.transports.grpc
import time:       356 |        356 |                                                         google.cloud.aiplatform_v1.services.vertex_rag_data_service.transports.grpc_asyncio
import time:       427 |        427 |                                                           google.cloud.aiplatform_v1.services.vertex_rag_data_service.transports.rest_base
import time:      1193 |       1620 |                                                         google.cloud.aiplatform_v1.services.vertex_rag_data_service.transports.rest
import time:      1011 |       1011 |                                                         google.cloud.aiplatform_v1.services.vertex_rag_data_service.transports.rest_asyncio
import time:       158 |       4144 |                                                       google.cloud.aiplatform_v1.services.vertex_rag_data_service.transports
import time:        16 |       4159 |                                                     google.cloud.aiplatform_v1.services.vertex_rag_data_service.transports.base
import time:       918 |       5377 |                                                   google.cloud.aiplatform_v1.services.vertex_rag_data_service.client
import time:       301 |        301 |                                                   google.cloud.aiplatform_v1.services.vertex_rag_data_service.async_client
import time:       109 |       5786 |                                                 google.cloud.aiplatform_v1.services.vertex_rag_data_service
import time:       335 |        335 |                                                         google.cloud.aiplatform_v1.services.vertex_rag_service.transports.base
import time:       243 |        243 |                                                         google.cloud.aiplatform_v1.services.vertex_rag_service.transports.grpc
import time:       317 |        317 |                                                         google.cloud.aiplatform_v1.services.vertex_rag_service.transports.grpc_asyncio
import time:       481 |        481 |                                                           google.cloud.aiplatform_v1.services.vertex_rag_service.transports.rest_base
import time:       925 |       1405 |                                                         google.cloud.aiplatform_v1.services.vertex_rag_service.transports.rest
import time:      1176 |       1176 |                                                         google.cloud.aiplatform_v1.services.vertex_rag_service.transports.rest_asyncio
import time:       153 |       3628 |                                                       google.cloud.aiplatform_v1.services.vertex_rag_service.transports
import time:        14 |       3641 |                                                     google.cloud.aiplatform_v1.services.vertex_rag_service.transports.base
import time:       588 |       4228 |                                                   google.cloud.aiplatform_v1.services.vertex_rag_service.client
import time:       237 |        237 |                                                   google.cloud.aiplatform_v1.services.vertex_rag_service.async_client
import time:       102 |       4567 |                                                 google.cloud.aiplatform_v1.services.vertex_rag_service
import time:       277 |        277 |                                                     google.cloud.aiplatform_v1.services.vizier_service.pagers
import time:       462 |        462 |                                                         google.cloud.aiplatform_v1.services.vizier_service.transports.base
import time:       468 |        468 |                                                         google.cloud.aiplatform_v1.services.vizier_service.transports.grpc
import time:       397 |        397 |                                                         google.cloud.aiplatform_v1.services.vizier_service.transports.grpc_asyncio
import time:       457 |        457 |                                                           google.cloud.aiplatform_v1.services.vizier_service.transports.rest_base
import time:      1280 |       1736 |                                                         google.cloud.aiplatform_v1.services.vizier_service.transports.rest
import time:      1095 |       1095 |                                                         google.cloud.aiplatform_v1.services.vizier_service.transports.rest_asyncio
import time:       164 |       4320 |                                                       google.cloud.aiplatform_v1.services.vizier_service.transports
import time:        14 |       4333 |                                                     google.cloud.aiplatform_v1.services.vizier_service.transports.base
import time:       959 |       5568 |                                                   google.cloud.aiplatform_v1.services.vizier_service.client
import time:       292 |        292 |                                                   google.cloud.aiplatform_v1.services.vizier_service.async_client
import time:       111 |       5970 |                                                 google.cloud.aiplatform_v1.services.vizier_service
/home/wa/VTTAI2/playtest_env/lib/python3.10/site-packages/google/api_core/_python_version_support.py:275: FutureWarning: You are using a Python version (3.10.12) which Google will stop supporting in new releases of google.cloud.aiplatform_v1 once it reaches its end of life (2026-10-04). Please upgrade to the latest Python version, or at least Python 3.11, to continue receiving updates for google.cloud.aiplatform_v1 past that date.
  warnings.warn(message, FutureWarning)
import time:     22021 |     408001 |                                               google.cloud.aiplatform_v1
import time:        18 |     408019 |                                             google.cloud.aiplatform_v1.services
import time:        16 |     408034 |                                           google.cloud.aiplatform_v1.services.dataset_service
import time:       235 |     927355 |                                         google.cloud.aiplatform.compat.services
import time:       211 |        211 |                                         google.cloud.aiplatform.compat.types
import time:       191 |     927755 |                                       google.cloud.aiplatform.compat
import time:       124 |        124 |                                         google.cloud.aiplatform.constants.base
import time:       544 |        544 |                                         google.cloud.aiplatform.constants.prediction
import time:       111 |        778 |                                       google.cloud.aiplatform.constants
import time:        97 |         97 |                                           google.cloud.storage.version
import time:       240 |        240 |                                             email.generator
import time:        72 |         72 |                                               email.mime
import time:        73 |         73 |                                                 email.mime.base
import time:        78 |        151 |                                               email.mime.nonmultipart
import time:       119 |        341 |                                             email.mime.application
import time:        73 |         73 |                                             email.mime.multipart
import time:       197 |        197 |                                             google.cloud._helpers
import time:      1148 |       1148 |                                               grpc._channel
import time:       107 |       1254 |                                             google.cloud.exceptions
import time:        66 |         66 |                                                 google.cloud.version
import time:       160 |        225 |                                               google.cloud._http
import time:        74 |         74 |                                                 google.cloud.storage.constants
import time:       129 |        129 |                                                       google.resumable_media.common
import time:        99 |        227 |                                                     google.resumable_media
import time:        88 |        314 |                                                   google.cloud.storage.exceptions
import time:       111 |        424 |                                                 google.cloud.storage.retry
import time:       169 |        667 |                                               google.cloud.storage._helpers
import time:        74 |         74 |                                                 opentelemetry
import time:       156 |        156 |                                                     opentelemetry.context.context
import time:        77 |         77 |                                                     opentelemetry.environment_variables
import time:        48 |         48 |                                                       opentelemetry.util
import time:       158 |        158 |                                                         importlib_metadata._meta
import time:       162 |        162 |                                                         importlib_metadata._collections
import time:        86 |         86 |                                                         importlib_metadata._compat
import time:       104 |        104 |                                                         importlib_metadata._functools
import time:        82 |         82 |                                                         importlib_metadata._itertools
import time:        67 |         67 |                                                         importlib_metadata._typing
import time:        72 |         72 |                                                         importlib_metadata.compat
import time:        94 |         94 |                                                         importlib_metadata.compat.py39
import time:        64 |         64 |                                                         importlib_metadata.compat.py311
import time:       604 |       1488 |                                                       importlib_metadata
import time:       130 |       1665 |                                                     opentelemetry.util._importlib_metadata
import time:        96 |         96 |                                                           zipp._functools
import time:        73 |         73 |                                                             zipp.compat
import time:       122 |        195 |                                                           zipp.compat.py310
import time:        72 |         72 |                                                             zipp.compat.py313
import time:       103 |        174 |                                                           zipp.glob
import time:       286 |        750 |                                                         zipp
import time:        14 |        763 |                                                       zipp.compat
import time:       100 |        863 |                                                     zipp.compat.overlay
import time:      5238 |       7997 |                                                   opentelemetry.context
import time:       332 |        332 |                                                     opentelemetry.util.types
import time:       267 |        599 |                                                   opentelemetry.attributes
import time:       163 |        163 |                                                       opentelemetry.trace.status
import time:       981 |       1144 |                                                     opentelemetry.trace.span
import time:       174 |       1317 |                                                   opentelemetry.trace.propagation
import time:       150 |        150 |                                                   opentelemetry.util._decorator
import time:        97 |         97 |                                                   opentelemetry.util._once
import time:       108 |        108 |                                                   opentelemetry.util._providers
import time:       656 |      10922 |                                                 opentelemetry.trace
import time:       143 |      11138 |                                               google.cloud.storage._opentelemetry_tracing
import time:       140 |      12167 |                                             google.cloud.storage._http
import time:       246 |      14516 |                                           google.cloud.storage.batch
import time:        89 |         89 |                                                 google.cloud.storage._media.common
import time:        83 |        172 |                                               google.cloud.storage._media
import time:       198 |        198 |                                                   google.cloud.storage._media._helpers
import time:       258 |        456 |                                                 google.cloud.storage._media._download
import time:        92 |         92 |                                                 google.cloud.storage._media.requests._request_helpers
import time:       220 |        767 |                                               google.cloud.storage._media.requests.download
import time:        78 |         78 |                                                     xml
import time:       105 |        183 |                                                   xml.etree
import time:       346 |        346 |                                                     xml.etree.ElementPath
import time:        79 |         79 |                                                       pyexpat
import time:        58 |        136 |                                                     _elementtree
import time:       414 |        895 |                                                   xml.etree.ElementTree
import time:       294 |       1371 |                                                 google.cloud.storage._media._upload
import time:       150 |       1521 |                                               google.cloud.storage._media.requests.upload
import time:       100 |       2558 |                                             google.cloud.storage._media.requests
import time:       142 |        142 |                                             google.api_core.iam
import time:       193 |        193 |                                             google.cloud.storage._signing
import time:       237 |        237 |                                             google.cloud.storage.acl
import time:       152 |        152 |                                             google.cloud.storage.fileio
import time:       498 |       3778 |                                           google.cloud.storage.blob
import time:       193 |        193 |                                             google.cloud.storage.ip_filter
import time:       273 |        273 |                                             google.cloud.storage.notification
import time:       470 |        935 |                                           google.cloud.storage.bucket
import time:        99 |         99 |                                               google.auth.api_key
import time:       234 |        332 |                                             google.cloud.client
import time:       104 |        104 |                                             google.cloud.storage.hmac_key
import time:       230 |        665 |                                           google.cloud.storage.client
import time:       130 |      20117 |                                         google.cloud.storage
import time:       702 |      20819 |                                       google.cloud.aiplatform.utils
import time:        85 |         85 |                                       google.cloud.aiplatform.metadata
import time:       952 |        952 |                                         google.cloud.aiplatform.base
import time:       550 |        550 |                                           google.cloud.aiplatform.constants.pipeline
import time:        88 |         88 |                                               google.cloud.aiplatform.explain
import time:       153 |        153 |                                                 google.cloud.aiplatform.metadata.constants
import time:       398 |        398 |                                                 google.cloud.aiplatform.hyperparameter_tuning
import time:       123 |        123 |                                                   google.cloud.aiplatform.model_monitoring.alert
import time:       330 |        330 |                                                   google.cloud.aiplatform.model_monitoring.objective
import time:        85 |         85 |                                                   google.cloud.aiplatform.model_monitoring.sampling
import time:        86 |         86 |                                                   google.cloud.aiplatform.model_monitoring.schedule
import time:       119 |        741 |                                                 google.cloud.aiplatform.model_monitoring
import time:        98 |         98 |                                                 google.cloud.aiplatform._publisher_models
import time:       674 |        674 |                                                     google.cloud.aiplatform.tensorboard.tensorboard_resource
import time:        82 |        755 |                                                   google.cloud.aiplatform.tensorboard
import time:       127 |        882 |                                                 google.cloud.aiplatform.utils.console_utils
import time:       301 |        301 |                                                 google.cloud.aiplatform.utils.source_utils
import time:       386 |        386 |                                                 google.cloud.aiplatform.utils.worker_spec_utils
import time:      1317 |       4273 |                                               google.cloud.aiplatform.jobs
import time:        96 |         96 |                                                     google.cloud.resourcemanager.gapic_version
import time:        93 |         93 |                                                             google.cloud.resourcemanager_v3.gapic_version
import time:        68 |         68 |                                                               google.cloud.resourcemanager_v3.services
import time:      1252 |       1252 |                                                                     google.cloud.resourcemanager_v3.types.folders
import time:       557 |        557 |                                                                     google.cloud.resourcemanager_v3.types.organizations
import time:      1157 |       1157 |                                                                     google.cloud.resourcemanager_v3.types.projects
import time:       612 |        612 |                                                                     google.cloud.resourcemanager_v3.types.tag_bindings
import time:       516 |        516 |                                                                     google.cloud.resourcemanager_v3.types.tag_holds
import time:       851 |        851 |                                                                     google.cloud.resourcemanager_v3.types.tag_keys
import time:       702 |        702 |                                                                     google.cloud.resourcemanager_v3.types.tag_values
import time:       200 |       5843 |                                                                   google.cloud.resourcemanager_v3.types
import time:       331 |       6174 |                                                                 google.cloud.resourcemanager_v3.services.folders.pagers
import time:       364 |        364 |                                                                       google.cloud.resourcemanager_v3.services.folders.transports.base
import time:       392 |        392 |                                                                       google.cloud.resourcemanager_v3.services.folders.transports.grpc
import time:       355 |        355 |                                                                       google.cloud.resourcemanager_v3.services.folders.transports.grpc_asyncio
import time:       311 |        311 |                                                                         google.cloud.resourcemanager_v3.services.folders.transports.rest_base
import time:       936 |       1246 |                                                                       google.cloud.resourcemanager_v3.services.folders.transports.rest
import time:       137 |       2492 |                                                                     google.cloud.resourcemanager_v3.services.folders.transports
import time:        13 |       2505 |                                                                   google.cloud.resourcemanager_v3.services.folders.transports.base
import time:       822 |       3326 |                                                                 google.cloud.resourcemanager_v3.services.folders.client
import time:       345 |       9844 |                                                               google.cloud.resourcemanager_v3.services.folders.async_client
import time:       115 |      10026 |                                                             google.cloud.resourcemanager_v3.services.folders
import time:       198 |        198 |                                                                 google.cloud.resourcemanager_v3.services.organizations.pagers
import time:       227 |        227 |                                                                       google.cloud.resourcemanager_v3.services.organizations.transports.base
import time:       203 |        203 |                                                                       google.cloud.resourcemanager_v3.services.organizations.transports.grpc
import time:       286 |        286 |                                                                       google.cloud.resourcemanager_v3.services.organizations.transports.grpc_asyncio
import time:       330 |        330 |                                                                         google.cloud.resourcemanager_v3.services.organizations.transports.rest_base
import time:       657 |        987 |                                                                       google.cloud.resourcemanager_v3.services.organizations.transports.rest
import time:       134 |       1836 |                                                                     google.cloud.resourcemanager_v3.services.organizations.transports
import time:        16 |       1851 |                                                                   google.cloud.resourcemanager_v3.services.organizations.transports.base
import time:       432 |       2282 |                                                                 google.cloud.resourcemanager_v3.services.organizations.client
import time:       268 |       2747 |                                                               google.cloud.resourcemanager_v3.services.organizations.async_client
import time:        98 |       2844 |                                                             google.cloud.resourcemanager_v3.services.organizations
import time:       258 |        258 |                                                                 google.cloud.resourcemanager_v3.services.projects.pagers
import time:       319 |        319 |                                                                       google.cloud.resourcemanager_v3.services.projects.transports.base
import time:       348 |        348 |                                                                       google.cloud.resourcemanager_v3.services.projects.transports.grpc
import time:       287 |        287 |                                                                       google.cloud.resourcemanager_v3.services.projects.transports.grpc_asyncio
import time:       297 |        297 |                                                                         google.cloud.resourcemanager_v3.services.projects.transports.rest_base
import time:       889 |       1185 |                                                                       google.cloud.resourcemanager_v3.services.projects.transports.rest
import time:       137 |       2274 |                                                                     google.cloud.resourcemanager_v3.services.projects.transports
import time:        15 |       2289 |                                                                   google.cloud.resourcemanager_v3.services.projects.transports.base
import time:      1049 |       3337 |                                                                 google.cloud.resourcemanager_v3.services.projects.client
import time:       334 |       3928 |                                                               google.cloud.resourcemanager_v3.services.projects.async_client
import time:        95 |       4022 |                                                             google.cloud.resourcemanager_v3.services.projects
import time:       276 |        276 |                                                                 google.cloud.resourcemanager_v3.services.tag_bindings.pagers
import time:       235 |        235 |                                                                       google.cloud.resourcemanager_v3.services.tag_bindings.transports.base
import time:       277 |        277 |                                                                       google.cloud.resourcemanager_v3.services.tag_bindings.transports.grpc
import time:       235 |        235 |                                                                       google.cloud.resourcemanager_v3.services.tag_bindings.transports.grpc_asyncio
import time:       163 |        163 |                                                                         google.cloud.resourcemanager_v3.services.tag_bindings.transports.rest_base
import time:       635 |        797 |                                                                       google.cloud.resourcemanager_v3.services.tag_bindings.transports.rest
import time:       124 |       1666 |                                                                     google.cloud.resourcemanager_v3.services.tag_bindings.transports
import time:        16 |       1681 |                                                                   google.cloud.resourcemanager_v3.services.tag_bindings.transports.base
import time:       491 |       2172 |                                                                 google.cloud.resourcemanager_v3.services.tag_bindings.client
import time:       256 |       2702 |                                                               google.cloud.resourcemanager_v3.services.tag_bindings.async_client
import time:        95 |       2797 |                                                             google.cloud.resourcemanager_v3.services.tag_bindings
import time:       183 |        183 |                                                                 google.cloud.resourcemanager_v3.services.tag_holds.pagers
import time:       205 |        205 |                                                                       google.cloud.resourcemanager_v3.services.tag_holds.transports.base
import time:       204 |        204 |                                                                       google.cloud.resourcemanager_v3.services.tag_holds.transports.grpc
import time:       287 |        287 |                                                                       google.cloud.resourcemanager_v3.services.tag_holds.transports.grpc_asyncio
import time:       152 |        152 |                                                                         google.cloud.resourcemanager_v3.services.tag_holds.transports.rest_base
import time:       601 |        752 |                                                                       google.cloud.resourcemanager_v3.services.tag_holds.transports.rest
import time:       133 |       1580 |                                                                     google.cloud.resourcemanager_v3.services.tag_holds.transports
import time:        17 |       1596 |                                                                   google.cloud.resourcemanager_v3.services.tag_holds.transports.base
import time:       388 |       1984 |                                                                 google.cloud.resourcemanager_v3.services.tag_holds.client
import time:       239 |       2405 |                                                               google.cloud.resourcemanager_v3.services.tag_holds.async_client
import time:        95 |       2500 |                                                             google.cloud.resourcemanager_v3.services.tag_holds
import time:       182 |        182 |                                                                 google.cloud.resourcemanager_v3.services.tag_keys.pagers
import time:       276 |        276 |                                                                       google.cloud.resourcemanager_v3.services.tag_keys.transports.base
import time:       245 |        245 |                                                                       google.cloud.resourcemanager_v3.services.tag_keys.transports.grpc
import time:       312 |        312 |                                                                       google.cloud.resourcemanager_v3.services.tag_keys.transports.grpc_asyncio
import time:       216 |        216 |                                                                         google.cloud.resourcemanager_v3.services.tag_keys.transports.rest_base
import time:       806 |       1022 |                                                                       google.cloud.resourcemanager_v3.services.tag_keys.transports.rest
import time:       127 |       1979 |                                                                     google.cloud.resourcemanager_v3.services.tag_keys.transports
import time:        15 |       1994 |                                                                   google.cloud.resourcemanager_v3.services.tag_keys.transports.base
import time:       520 |       2513 |                                                                 google.cloud.resourcemanager_v3.services.tag_keys.client
import time:       354 |       3049 |                                                               google.cloud.resourcemanager_v3.services.tag_keys.async_client
import time:        98 |       3146 |                                                             google.cloud.resourcemanager_v3.services.tag_keys
import time:       182 |        182 |                                                                 google.cloud.resourcemanager_v3.services.tag_values.pagers
import time:       278 |        278 |                                                                       google.cloud.resourcemanager_v3.services.tag_values.transports.base
import time:       239 |        239 |                                                                       google.cloud.resourcemanager_v3.services.tag_values.transports.grpc
import time:       250 |        250 |                                                                       google.cloud.resourcemanager_v3.services.tag_values.transports.grpc_asyncio
